0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00
1.342328089012226333e-01,1.476527602230691405e-01,2.986575566567013063e+00
2.683796354380870719e-01,2.953914271728014795e-01,2.973237080220937134e+00
4.023054471290112843e-01,4.433502006568535991e-01,2.960119217894243704e+00
5.359691815433201834e-01,5.915735594755220372e-01,2.947319139654897668e+00
6.693309143996699628e-01,7.401077831334647028e-01,2.934980881597786251e+00
8.022637287594017730e-01,8.890770586626964844e-01,2.923275249846491786e+00
9.345805898215997498e-01,1.038659797226685777e+00,2.912446925768212846e+00
1.065999049599703818e+00,1.189116352195165760e+00,2.902854559190166661e+00
1.196077970212584107e+00,1.340834533636312109e+00,2.895039968197708369e+00
1.324100804585281566e+00,1.494402821831780193e+00,2.889850099230716562e+00
1.448865022976133732e+00,1.650711603291875385e+00,2.888644011431289904e+00
1.568249575216219327e+00,1.811092252141066616e+00,2.893681487103356709e+00
1.678376360837976033e+00,1.977358543749549558e+00,2.908768281440874848e+00
1.772327617196044702e+00,2.151149835155919732e+00,2.939909065953256739e+00
1.840588300958450052e+00,2.331245180489758706e+00,2.993817744673609837e+00
1.880297025977857528e+00,2.511574623468861400e+00,3.070658548626845175e+00
1.904351900955145060e+00,2.688311303426576426e+00,3.161132351174053667e+00
1.928019373925749846e+00,2.862503879775172511e+00,3.256509481914206638e+00
1.959191166444923526e+00,3.035174198757720543e+00,3.352495315731529590e+00
2.001003306770156254e+00,3.206366172404845116e+00,3.447073606476421581e+00
2.054474582924881609e+00,3.375756594480182393e+00,3.538985017821935308e+00
2.119606526419473891e+00,3.543053704512162838e+00,3.627129824314233364e+00
2.195863647005529273e+00,3.708154334418280573e+00,3.710356223758922045e+00
2.282416923591931379e+00,3.871140608167736197e+00,3.787453596486047402e+00
2.378220605323870807e+00,4.032203589682308298e+00,3.857313245441949867e+00
2.482202060514321129e+00,4.191526879619720702e+00,3.918989385561087779e+00
2.593354061117264742e+00,4.349193976330056444e+00,3.971774983756967359e+00
2.710742010805287983e+00,4.505163915854973666e+00,4.015288742875616101e+00
2.833646595106196209e+00,4.659220213118372200e+00,4.049363960135557328e+00
2.961547698191623113e+00,4.810981606551816725e+00,4.074057831696538123e+00
3.094171874850043302e+00,4.959875964446060159e+00,4.089591599846512437e+00
3.231625339880999093e+00,5.105006189858196208e+00,4.096206932249842225e+00
3.374449915031816793e+00,5.244996023376118366e+00,4.094210123642863408e+00
3.523945630677593144e+00,5.377445790614800991e+00,4.083813481782340382e+00
3.682121850534304741e+00,5.498457703720062817e+00,4.065472261581771996e+00
3.851781032343787992e+00,5.601302225818512781e+00,4.040198435158414370e+00
4.034802880049346285e+00,5.675947785268111723e+00,4.009685426180277901e+00
4.226257675080771214e+00,5.724513394770944785e+00,3.978277735512333990e+00
4.419337942192319346e+00,5.768057824718789028e+00,3.949574197879310411e+00
4.609844675407322789e+00,5.823299414987283207e+00,3.923970461738751858e+00
4.795583639974536183e+00,5.892101766139025365e+00,3.896270759258545269e+00
4.972412551113685630e+00,5.982294183480837191e+00,3.871839958220036237e+00
5.138435243893392901e+00,6.091721884868456449e+00,3.850344757565078879e+00
5.292685317406809808e+00,6.217603952962404534e+00,3.831354766688405356e+00
5.435350417428151282e+00,6.356714764553335506e+00,3.814183531019033957e+00
5.567731094905582268e+00,6.505744667035259887e+00,3.797891066600030729e+00
5.691885231807527035e+00,6.661678582411403760e+00,3.781448307537186970e+00
5.810146622588057141e+00,6.822015811270222940e+00,3.763949264919675297e+00
5.924727601748447370e+00,6.984813187605692697e+00,3.744760375610136194e+00
6.037479765181091196e+00,7.148637595366196251e+00,3.723582248611301715e+00
6.149807446636981645e+00,7.312485078268013083e+00,3.700419901461609484e+00
6.262605291424577558e+00,7.475783932054095970e+00,3.675719080353295976e+00
6.376365176662515566e+00,7.638269792237804445e+00,3.650086410749618260e+00
6.491244101320493343e+00,7.799925409999591608e+00,3.624196375688198746e+00
6.607182103358359981e+00,7.960893532926132110e+00,3.598747543004286342e+00
6.722799285046262341e+00,8.122509544369259871e+00,3.576099537711073140e+00
6.837986996410783114e+00,8.284840976054743678e+00,3.556598321401704066e+00
6.953194277118194044e+00,8.447420894580245587e+00,3.539421227228219724e+00
7.069370855789575359e+00,8.609355540986168620e+00,3.522682862266233172e+00
7.187725714858776982e+00,8.769476070472849827e+00,3.503880113222165971e+00
7.309324473866024796e+00,8.926545193107861209e+00,3.480577054998727160e+00
7.434814607542357123e+00,9.079421832667135206e+00,3.450896094317508656e+00
7.564379591137257108e+00,9.227162605063918832e+00,3.413672725345115122e+00
7.697843900268931172e+00,9.369060625380537743e+00,3.368371179916406888e+00
7.834789873471319943e+00,9.504689760249327435e+00,3.314980748204401806e+00
7.974669510667004246e+00,9.633929527219503797e+00,3.253900720932810575e+00
8.116922428842542558e+00,9.756886336742423893e+00,3.185741126872339457e+00
8.261018316620210911e+00,9.873889782962679718e+00,3.111265837694321856e+00
8.406492497625194460e+00,9.985444059342897916e+00,3.031310186973344756e+00
8.552902088403925518e+00,1.009230893764332393e+01,2.946787234387435284e+00
8.699985307509759735e+00,1.019506656325985539e+01,2.858427758183023748e+00
8.847543859091810958e+00,1.029430610681733604e+01,2.766896414646996316e+00
8.995430292069414691e+00,1.039061400198837148e+01,2.672798634285896924e+00
9.143539063237929199e+00,1.048454151348604668e+01,2.576666358296993753e+00
9.291798005158641516e+00,1.057656770343236730e+01,2.478939870052942140e+00
9.440157915156019541e+00,1.066710520896213232e+01,2.379983833359784473e+00
9.588586053055612624e+00,1.075649189234453473e+01,2.280088344404807899e+00
9.737061018827672498e+00,1.084499135563991068e+01,2.179475077210982548e+00
9.885569393194934662e+00,1.093279137943500956e+01,2.078299889717342808e+00
1.000000000000000000e+01,1.100000000000000000e+01,2.000000000000000000e+00
